movieId,tmdbId,title,genres,genre_names,keyword_names,cast_names,crew_names,overview,vote_average,vote_count,popularity,text_chunk,text_chunk_clean
21,8012.0,Get Shorty (1995),Comedy|Crime|Thriller,"['Comedy', 'Thriller', 'Crime']","['gambling', 'miami', 'based on novel', 'job', 'murder', 'travel', 'mafia', 'money', 'debt', 'mobster', 'business', 'hollywood', 'gangster', 'crime', 'violence', 'drug', 'producer', 'con']","['John Travolta', 'Gene Hackman', 'Rene Russo', 'Danny DeVito', 'Dennis Farina']",['Barry Sonnenfeld'],"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",6.4,302,15.585138,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different. Comedy Thriller Crime gambling miami based on novel job murder travel mafia money debt mobster business hollywood gangster crime violence drug producer con John Travolta Gene Hackman Rene Russo Danny DeVito Dennis Farina Barry Sonnenfeld",chili palmer miami mobster get sent boss psychopath bone barboni collect bad debt harri zimm hollywood produc special cheesi horror film chili meet harri lead ladi romant spark fli pitch life stori movi idea chili learn mobster hollywood produc realli differ comedi thriller crime gambl miami base novel job murder travel mafia money debt mobster busi hollywood gangster crime violenc drug produc con john travolta gene hackman rene russo danni devito denni farina barri sonnenfeld
22,1710.0,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,"['Drama', 'Thriller']","['police brutality', 'psychology', 'police operation', 'police protection', 'serial killer', 'psychologist', 'cowardliness']","['Sigourney Weaver', 'Holly Hunter', 'Will Patton', 'William McNamara', 'Harry Connick Jr.']",['Jon Amiel'],An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,6.4,194,14.211699,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past. Drama Thriller police brutality psychology police operation police protection serial killer psychologist cowardliness Sigourney Weaver Holly Hunter Will Patton William McNamara Harry Connick Jr. Jon Amiel,agoraphob psychologist femal detect must work togeth take serial killer copi serial killer past drama thriller polic brutal psycholog polic oper polic protect serial killer psychologist cowardli sigourney weaver holli hunter patton william mcnamara harri connick jr jon amiel
23,9691.0,Assassins (1995),Action|Crime|Thriller,"['Action', 'Adventure', 'Crime', 'Thriller']","['competition', 'assassination', 'cia', 'bank', 'cat', 'mexican standoff', 'seattle', 'hitman', 'mission of murder', 'hidden camera', 'rivalry', 'rescue', 'shootout', 'police chase', 'sniper rifle', 'silencer', 'double cross', 'caribbean', 'detroit michigan']","['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov', 'Muse Watson']",['Richard Donner'],"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",6.0,387,23.073933,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself. Action Adventure Crime Thriller competition assassination cia bank cat mexican standoff seattle hitman mission of murder hidden camera rivalry rescue shootout police chase sniper rifle silencer double cross caribbean detroit michigan Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson Richard Donner",assassin robert rath arriv funer kill promin mobster wit rival hire gun complet job grisli result horrifi murder innoc bystand rath decid take one last job return civilian life find way world contract kill grow ever danger rath fall femal target becom mark man action adventur crime thriller competit assassin cia bank cat mexican standoff seattl hitman mission murder hidden camera rivalri rescu shootout polic chase sniper rifl silenc doubl cross caribbean detroit michigan sylvest stallon antonio bandera juliann moor anatoli davydov muse watson richard donner
25,451.0,Leaving Las Vegas (1995),Drama|Romance,"['Drama', 'Romance']","['individual', 'prostitute', 'alcohol', 'casino', 'love at first sight', 'lovesickness', 'film producer', 'screenwriter', 'hotel room', 'dying and death', 'rage and hate', 'unsociability', 'alcoholism', 'los angeles', 'alcohol abuse', 'attempted suicide']","['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber']",['Mike Figgis'],"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",7.1,360,22.030517,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera. Drama Romance individual prostitute alcohol casino love at first sight lovesickness film producer screenwriter hotel room dying and death rage and hate unsociability alcoholism los angeles alcohol abuse attempted suicide Nicolas Cage Elisabeth Shue Julian Sands Richard Lewis Steven Weber Mike Figgis",ben sanderson alcohol hollywood screenwrit lost everyth drink arriv la vega drink death meet form uneasi friendship non interfer pact prostitut sera drama romanc individu prostitut alcohol casino love first sight lovesick film produc screenwrit hotel room die death rage hate unsoci alcohol lo angel alcohol abus attempt suicid nicola cage elisabeth shue julian sand richard lewi steven weber mike figgi
34,9598.0,Babe (1995),Children|Drama,"['Fantasy', 'Drama', 'Comedy', 'Family']","['sheep', 'pig', 'affection', 'piglet', 'heroism', 'talking animal', 'separation', 'german shepherd', 'grandson', 'talking pig']","['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn']",['Chris Noonan'],"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",6.0,733,34.36645,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be. Fantasy Drama Comedy Family sheep pig affection piglet heroism talking animal separation german shepherd grandson talking pig Christine Cavanaugh Miriam Margolyes Danny Mann Hugo Weaving Miriam Flynn Chris Noonan",babe littl pig quit know place world bunch odd friend like ferdinand duck think rooster fli dog call mom babe realiz make becom greatest sheep pig time farmer hogget know help sheep dog babe learn pig anyth want fantasi drama comedi famili sheep pig affect piglet heroism talk anim separ german shepherd grandson talk pig christin cavanaugh miriam margoly danni mann hugo weav miriam flynn chri noonan
36,687.0,Dead Man Walking (1995),Crime|Drama,['Drama'],"['prison', 'rape', 'socially deprived family', 'penalty', 'death penalty', 'despair', 'death row', 'begnadigung', 'therapist', 'self-discovery', 'prison cell', 'court case', 'death sentence', 'doomed man', 'sentence', 'lethal injection', 'forgiveness', 'charity', 'mercy petition', 'rage and hate', 'unsociability', 'right and justice', 'court', 'electric chair', 'cowardliness']","['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey']",['Tim Robbins'],A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,7.3,337,15.864928,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean. Drama prison rape socially deprived family penalty death penalty despair death row begnadigung therapist self-discovery prison cell court case death sentence doomed man sentence lethal injection forgiveness charity mercy petition rage and hate unsociability right and justice court electric chair cowardliness Susan Sarandon Sean Penn Robert Prosky Raymond J. Barry R. Lee Ermey Tim Robbins,justic drama base true stori man death row last day form strong relationship nun teach forgiv give spiritu accompani execut susan sarandon oscar best femal actress convinc portray sister helen prejean drama prison rape social depriv famili penalti death penalti despair death row begnadigung therapist self discoveri prison cell court case death sentenc doom man sentenc lethal inject forgiv chariti merci petit rage hate unsoci right justic court electr chair cowardli susan sarandon sean penn robert proski raymond j barri r lee ermey tim robbin
39,9603.0,Clueless (1995),Comedy|Romance,"['Comedy', 'Drama', 'Romance']","['puberty', 'high school', 'make a match', 'spoiled child', 'gay interest', 'conflict', 'woman director']","['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison']",['Amy Heckerling'],"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",6.9,803,16.051328,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him. Comedy Drama Romance puberty high school make a match spoiled child gay interest conflict woman director Alicia Silverstone Stacey Dash Brittany Murphy Paul Rudd Donald Faison Amy Heckerling",shallow rich social success cher top beverli hill high school peck scale see matchmak cher first coax two teacher date embolden success decid give hopelessli klutzi new student tai makeov tai becom popular cher realiz disapprov ex stepbroth right misguid fall comedi drama romanc puberti high school make match spoil child gay interest conflict woman director alicia silverston stacey dash brittani murphi paul rudd donald faison ami heckerl
41,31174.0,Richard III (1995),Drama|War,"['Drama', 'War']","['england', 'shakespeare', 'kidnapping', 'murder', 'king']","['Ian McKellen', 'Annette Bening', 'Jim Broadbent', 'Kristin Scott Thomas', 'Adrian Dunbar']",['Richard Loncraine'],Shakespeare's Play transplanted into a 1930s setting.,6.9,49,5.107235,Shakespeare's Play transplanted into a 1930s setting. Drama War england shakespeare kidnapping murder king Ian McKellen Annette Bening Jim Broadbent Kristin Scott Thomas Adrian Dunbar Richard Loncraine,shakespear play transplant set drama war england shakespear kidnap murder king ian mckellen annett bene jim broadbent kristin scott thoma adrian dunbar richard loncrain
44,9312.0,Mortal Kombat (1995),Action|Adventure|Fantasy,"['Action', 'Fantasy']","['martial arts', 'monster', 'island', 'gore', 'sorcerer', 'tournament', 'violence', 'based on video game', 'hand to hand combat']","['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa', 'Bridgette Wilson']",['Paul W.S. Anderson'],"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",5.4,442,16.470895,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time. Action Fantasy martial arts monster island gore sorcerer tournament violence based on video game hand to hand combat Christopher Lambert Robin Shou Linden Ashby Cary-Hiroyuki Tagawa Bridgette Wilson Paul W.S. Anderson",nine gener evil sorcer victori hand hand battl mortal enemi win tenth mortal kombat tournament desol evil reign multivers forev save earth three warrior must overcom seemingli insurmount odd inner demon superhuman foe action adventur movi base one popular video game time action fantasi martial art monster island gore sorcer tournament violenc base video game hand hand combat christoph lambert robin shou linden ashbi cari hiroyuki tagawa bridgett wilson paul w anderson
45,577.0,To Die For (1995),Comedy|Drama|Thriller,"['Fantasy', 'Drama', 'Comedy', 'Thriller']","['adultery', 'winter', 'obsession', 'television', 'new hampshire', 'narcissistic personality disorder']","['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas']",['Gus Van Sant'],"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",6.7,175,12.309715,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role. Fantasy Drama Comedy Thriller adultery winter obsession television new hampshire narcissistic personality disorder Nicole Kidman Matt Dillon Joaquin Phoenix Casey Affleck Illeana Douglas Gus Van Sant",susan want work televis therefor anyth take even mean kill husband dark comedi independ director gu van sant brilliant nicol kidman lead role fantasi drama comedi thriller adulteri winter obsess televis new hampshir narcissist person disord nicol kidman matt dillon joaquin phoenix casey affleck illeana dougla gu van sant
47,807.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,"['Crime', 'Mystery', 'Thriller']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']","['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'John C. McGinley', 'Kevin Spacey']",['David Fincher'],"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",8.1,5765,79.579532,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case. Crime Mystery Thriller self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration lust and impulsiveness rage and hate pride and vanity immoderateness insomnia investigation pension police serial killer Brad Pitt Morgan Freeman Gwyneth Paltrow John C. McGinley Kevin Spacey David Fincher",two homicid detect desper hunt serial killer whose crime base seven deadli sin dark haunt film take viewer tortur remain one victim next season det sommerset research sin effort get insid killer mind novic partner mill scoff effort unravel case crime mysteri thriller self fulfil propheci detect w drug dealer eviscer lust impuls rage hate pride vaniti immoder insomnia investig pension polic serial killer brad pitt morgan freeman gwyneth paltrow john c mcginley kevin spacey david fincher
48,10530.0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,"['Adventure', 'Animation', 'Drama', 'Family']","['culture clash', 'settler', 'forbidden love', 'colony', 'musical', 'gold rush', 'princess', 'romance', 'native american', 'animation', 'virginia', 'star crossed lovers', 'reference to pizarro', 'jamestown virginia', 'pug dog', 'cross cultural relationship', 'musket', 'animate tree', 'indian chief', 'based on folk tale', '17th century', 'shamanism', 'songs', 'indians vs. settlers', 'animal sidekick', 'powhatan', 'land claim']","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Russell Means']","['Mike Gabriel', 'Eric Goldberg']","History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",6.7,1457,47.845589,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith. Adventure Animation Drama Family culture clash settler forbidden love colony musical gold rush princess romance native american animation virginia star crossed lovers reference to pizarro jamestown virginia pug dog cross cultural relationship musket animate tree indian chief based on folk tale 17th century shamanism songs indians vs. settlers animal sidekick powhatan land claim Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means Mike Gabriel Eric Goldberg",histori come glorious life disney epic anim tale love adventur new world pocahonta nativ american woman whose father arrang marri villag best warrior vision tell chang come soon come face face form capt john smith adventur anim drama famili cultur clash settler forbidden love coloni music gold rush princess romanc nativ american anim virginia star cross lover refer pizarro jamestown virginia pug dog cross cultur relationship musket anim tree indian chief base folk tale th centuri shaman song indian vs settler anim sidekick powhatan land claim iren bedard mel gibson david ogden stier john kassir russel mean mike gabriel eric goldberg
